Disease1	Disease2	Similarity	Similarity_abs	Direction
Respiratory Syncytial Virus Infections	Sarcoma	-0.0776392049277845	0.0776392049277845	-
Atherosclerosis	Sarcoma, Ewing	-0.05970851955872298	0.05970851955872298	-
Choriocarcinoma	Sarcoma, Ewing	-0.07249862455139673	0.07249862455139673	-
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Sarcoma, Ewing	0.06375058102248744	0.06375058102248744	+
Mouth Neoplasms	Sarcoma, Ewing	-0.33333333333333337	0.33333333333333337	-
Mucocutaneous Lymph Node Syndrome	Sarcoma, Ewing	-0.2857765130818613	0.2857765130818613	-
Retinal Neovascularization	Sarcoma, Ewing	-0.057627914734008634	0.057627914734008634	-
Adrenocortical Carcinoma	Sarcoma, Kaposi	-0.07682387924820529	0.07682387924820529	-
Atherosclerosis	Sarcoma, Kaposi	-0.05982863978756667	0.05982863978756667	-
Biliary Tract Neoplasms	Sarcoma, Kaposi	-0.07051274098579634	0.07051274098579634	-
Breast Neoplasms	Sarcoma, Kaposi	0.05672991217272984	0.05672991217272984	+
Carcinoma, Adenoid Cystic	Sarcoma, Kaposi	0.05082451434964544	0.05082451434964544	+
Carcinoma, Non-Small-Cell Lung	Sarcoma, Kaposi	0.06273352822244584	0.06273352822244584	+
Carcinoma, Pancreatic	Sarcoma, Kaposi	-0.06349226567070576	0.06349226567070576	-
Carcinoma, Squamous Cell	Sarcoma, Kaposi	0.06756252064026064	0.06756252064026064	+
Carcinoma, Thyroid, Papillary	Sarcoma, Kaposi	-0.11246210368749551	0.11246210368749551	-
Cholesteatoma	Sarcoma, Kaposi	-0.20280156485007336	0.20280156485007336	-
Colorectal Adenocarcinoma	Sarcoma, Kaposi	0.12452867796064157	0.12452867796064157	+
Digestive System Neoplasms	Sarcoma, Kaposi	0.7010015170097733	0.7010015170097733	+
Endocrine Gland Neoplasms	Sarcoma, Kaposi	-0.05145397841502126	0.05145397841502126	-
Glioma	Sarcoma, Kaposi	-0.053777031680756086	0.053777031680756086	-
Head and Neck Neoplasms	Sarcoma, Kaposi	-0.10312600116100018	0.10312600116100018	-
Ischemia	Sarcoma, Kaposi	0.08821685271539972	0.08821685271539972	+
Leukemia, Myeloid, Acute	Sarcoma, Kaposi	0.07508685294673985	0.07508685294673985	+
Liver Cirrhosis	Sarcoma, Kaposi	-0.07910791007032597	0.07910791007032597	-
Lymphoma, Primary Effusion	Sarcoma, Kaposi	0.9168811252060249	0.9168811252060249	+
Mycosis Fungoides	Sarcoma, Kaposi	0.40419921718957436	0.40419921718957436	+
Nasopharyngeal Neoplasms	Sarcoma, Kaposi	0.6120936890516505	0.6120936890516505	+
Neoplasms	Sarcoma, Kaposi	0.057968517811536016	0.057968517811536016	+
Obesity	Sarcoma, Kaposi	-0.054871705743399675	0.054871705743399675	-
Ovarian Neoplasms	Sarcoma, Kaposi	0.09544535529729575	0.09544535529729575	+
Periodontitis	Sarcoma, Kaposi	-0.083450359051684	0.083450359051684	-
Prion Diseases	Sarcoma, Kaposi	-0.08358004540397668	0.08358004540397668	-
Salivary Gland Neoplasms	Sarcoma, Kaposi	0.10544747635184079	0.10544747635184079	+
Infection	Sarcoma, Synovial	-0.05316158409135109	0.05316158409135109	-
Lung Diseases, Interstitial	Sarcoma, Synovial	-0.07721697426615799	0.07721697426615799	-
Lymphoma, Large B-Cell, Diffuse	Sarcoma, Synovial	0.06919867051148205	0.06919867051148205	+
Respiratory Syncytial Virus Infections	Sarcoma, Synovial	-0.14586186433122453	0.14586186433122453	-
Retinal Degeneration	Sarcoma, Synovial	0.2202357445040774	0.2202357445040774	+
Rhinitis, Allergic	Sarcoma, Synovial	-0.07306600188758718	0.07306600188758718	-
Amyotrophic Lateral Sclerosis	Schistosomiasis japonica	0.5891361192520045	0.5891361192520045	+
Atherosclerosis	Schistosomiasis japonica	0.08773565109651255	0.08773565109651255	+
Atrial Fibrillation	Schistosomiasis japonica	0.06424278157685066	0.06424278157685066	+
Carcinoma, Thyroid, Papillary	Schistosomiasis japonica	0.07371644483995225	0.07371644483995225	+
Endotoxemia	Schistosomiasis japonica	-0.12047829755168521	0.12047829755168521	-
Eosinophilic Esophagitis	Schistosomiasis japonica	0.2808836925750586	0.2808836925750586	+
Otitis Media	Schistosomiasis japonica	1.0	1.0	+
Adrenocortical Carcinoma	Schizophrenia	-0.07434565987350626	0.07434565987350626	-
Azoospermia	Schizophrenia	-0.14949803111751256	0.14949803111751256	-
Biliary Tract Neoplasms	Schizophrenia	-0.08194445256923252	0.08194445256923252	-
Carcinoma, Thyroid, Papillary	Schizophrenia	0.05253638260055365	0.05253638260055365	+
Cardiomyopathy, Hypertrophic	Schizophrenia	-0.06769745403221188	0.06769745403221188	-
Colorectal Adenocarcinoma	Schizophrenia	-0.054477201289816306	0.054477201289816306	-
Colorectal Neoplasms	Schizophrenia	-0.055808696438152464	0.055808696438152464	-
Diabetic Nephropathies	Schizophrenia	0.05070637067418962	0.05070637067418962	+
Endocrine Gland Neoplasms	Schizophrenia	0.1252412373934165	0.1252412373934165	+
Endometrial Neoplasms	Schizophrenia	0.06959912620055932	0.06959912620055932	+
Gastrointestinal Neoplasms	Schizophrenia	0.13392585718618893	0.13392585718618893	+
Leukemia, Lymphocytic, Chronic, B-Cell	Schizophrenia	-0.057015263431968555	0.057015263431968555	-
Liver Neoplasms	Schizophrenia	-0.08595305554995328	0.08595305554995328	-
Lung Neoplasms	Schizophrenia	0.05120835740134059	0.05120835740134059	+
Lymphoma, B-Cell	Schizophrenia	-0.08388083014769028	0.08388083014769028	-
Lymphoma, T-Cell	Schizophrenia	0.08071740166624908	0.08071740166624908	+
Mesothelioma	Schizophrenia	-0.06416654220168441	0.06416654220168441	-
Muscular Atrophy, Spinal	Schizophrenia	0.05530832724399225	0.05530832724399225	+
Mycosis Fungoides	Schizophrenia	-0.0601547025637205	0.0601547025637205	-
Nervous System Diseases	Schizophrenia	0.07795350927999721	0.07795350927999721	+
Neurilemmoma	Schizophrenia	-0.1538869890040202	0.1538869890040202	-
Neuroblastoma	Schizophrenia	0.12902527738561653	0.12902527738561653	+
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	Schizophrenia	0.05477641525125859	0.05477641525125859	+
Pulmonary Disease, Chronic Obstructive	Schizophrenia	0.1959806623430481	0.1959806623430481	+
Rhinitis, Allergic, Perennial	Schizophrenia	-0.13013086067862606	0.13013086067862606	-
Adrenal Cortex Neoplasms	Scleroderma, Localized	-0.06889384798354854	0.06889384798354854	-
Liver Cirrhosis	Scleroderma, Localized	0.13608368843366428	0.13608368843366428	+
Reperfusion Injury	Scleroderma, Localized	-0.10850856106078684	0.10850856106078684	-
Retinal Neovascularization	Scleroderma, Localized	-0.08556078377331872	0.08556078377331872	-
Acute Lung Injury	Scleroderma, Systemic	0.07661989703634701	0.07661989703634701	+
Arthritis, Rheumatoid	Scleroderma, Systemic	0.057426103312456254	0.057426103312456254	+
Autoimmune Diseases	Scleroderma, Systemic	-0.05292285477303604	0.05292285477303604	-
Carcinoma, Renal Cell	Scleroderma, Systemic	0.0754790783778634	0.0754790783778634	+
Colorectal Adenocarcinoma	Scleroderma, Systemic	0.14776146279798444	0.14776146279798444	+
Infection	Scleroderma, Systemic	0.09840938909973215	0.09840938909973215	+
Leukemia	Scleroderma, Systemic	0.05710939898531702	0.05710939898531702	+
Leukemia, B-Cell	Scleroderma, Systemic	0.16183749947465575	0.16183749947465575	+
Lymphoma, T-Cell	Scleroderma, Systemic	-0.13411708375134931	0.13411708375134931	-
Mesothelioma	Scleroderma, Systemic	0.1892656746657237	0.1892656746657237	+
Mycosis Fungoides	Scleroderma, Systemic	0.22953943035568022	0.22953943035568022	+
Neuroblastoma	Scleroderma, Systemic	-0.10074200185337255	0.10074200185337255	-
Rhinitis, Vasomotor	Scleroderma, Systemic	-0.08758887835145754	0.08758887835145754	-
Schizophrenia	Scleroderma, Systemic	-0.09005046282297707	0.09005046282297707	-
Hepatoblastoma	Seizures	-0.061655809298745874	0.061655809298745874	-
Myotonic Dystrophy	Seizures	0.05578582401657393	0.05578582401657393	+
Nasopharyngeal Neoplasms	Seizures	-0.06138893446889022	0.06138893446889022	-
Parkinson Disease	Seizures	-0.21224030388968276	0.21224030388968276	-
Abortion, Habitual	Seminoma	-0.3333333333333333	0.3333333333333333	-
Carcinoma, Nasopharyngeal	Seminoma	-0.07718330984528954	0.07718330984528954	-
Liver Neoplasms	Seminoma	0.08383148067343704	0.08383148067343704	+
Adenocarcinoma, Lung	Sepsis	0.1740814162045468	0.1740814162045468	+
Arthritis, Rheumatoid	Sepsis	0.0778861418734727	0.0778861418734727	+
Astrocytoma	Sepsis	0.13671095315449106	0.13671095315449106	+
Carcinoma, Pancreatic Ductal	Sepsis	0.11866052107770896	0.11866052107770896	+
Colitis, Ulcerative	Sepsis	-0.0632546884131252	0.0632546884131252	-
Creutzfeldt-Jakob Syndrome	Sepsis	0.08622227221902945	0.08622227221902945	+
Diabetes Mellitus, Type 2	Sepsis	0.08551172044908768	0.08551172044908768	+
Endotoxemia	Sepsis	0.05534144805172601	0.05534144805172601	+
Eosinophilic Esophagitis	Sepsis	0.06163215616665919	0.06163215616665919	+
Esophagitis	Sepsis	0.07916696125191648	0.07916696125191648	+
Gerstmann-Straussler-Scheinker Disease	Sepsis	0.08622227221902945	0.08622227221902945	+
Glioblastoma	Sepsis	0.05882873587197369	0.05882873587197369	+
Hepatitis, Chronic	Sepsis	0.07507449266631488	0.07507449266631488	+
Huntington Disease	Sepsis	-0.06407162857662252	0.06407162857662252	-
Lupus Erythematosus, Systemic	Sepsis	0.06811608963570688	0.06811608963570688	+
Papillomaviridae	Sepsis	-0.07354059740228903	0.07354059740228903	-
Retinoblastoma	Sepsis	-0.09547819336767267	0.09547819336767267	-
Adrenal Cortex Neoplasms	Sezary Syndrome	-0.06307799608896564	0.06307799608896564	-
Carcinoma, Ductal	Sezary Syndrome	0.0920734449154705	0.0920734449154705	+
Carcinoma, Neuroendocrine	Sezary Syndrome	0.0811418703845517	0.0811418703845517	+
Carcinoma, Skin Appendage	Sezary Syndrome	0.0920734449154705	0.0920734449154705	+
Carcinoma, Thyroid, Medullary	Sezary Syndrome	0.12093576774915994	0.12093576774915994	+
Cardiotoxicity	Sezary Syndrome	-0.0635704719080566	0.0635704719080566	-
Cholangiocarcinoma	Sezary Syndrome	0.07683141621652796	0.07683141621652796	+
Demyelinating Diseases	Sezary Syndrome	0.0811418703845517	0.0811418703845517	+
Dermatitis, Atopic	Sezary Syndrome	0.06613252531989806	0.06613252531989806	+
Fibromatosis, Aggressive	Sezary Syndrome	0.0550261617075046	0.0550261617075046	+
Graft Rejection	Sezary Syndrome	0.3559709622268624	0.3559709622268624	+
Heart Defects, Congenital	Sezary Syndrome	0.42324587272578146	0.42324587272578146	+
Liver Cirrhosis	Sezary Syndrome	0.11511819650195172	0.11511819650195172	+
Neuroma	Sezary Syndrome	-0.0777550874018811	0.0777550874018811	-
Retinal Neovascularization	Sezary Syndrome	-0.07677011432779615	0.07677011432779615	-
Scleroderma, Localized	Sezary Syndrome	0.4276602589857305	0.4276602589857305	+
Aortic Aneurysm, Abdominal	Shock, Hemorrhagic	0.08318286008405111	0.08318286008405111	+
Aortic Aneurysm, Thoracic	Shock, Hemorrhagic	-0.08764938232913343	0.08764938232913343	-
Asthma	Shock, Hemorrhagic	0.06858067045646964	0.06858067045646964	+
Atherosclerosis	Shock, Hemorrhagic	-0.11428345886040021	0.11428345886040021	-
Carcinoma, Ovarian	Shock, Hemorrhagic	-0.079858142485599	0.079858142485599	-
Diabetic Nephropathies	Shock, Hemorrhagic	-0.06556671700203776	0.06556671700203776	-
Inferior Wall Myocardial Infarction	Shock, Hemorrhagic	-0.08623406772097858	0.08623406772097858	-
Macular Degeneration	Shock, Hemorrhagic	0.08482197240855995	0.08482197240855995	+
Myocardial Infarction	Shock, Hemorrhagic	-0.05847394489275114	0.05847394489275114	-
Pancreatitis, Acute Necrotizing	Shock, Hemorrhagic	0.5611303978054847	0.5611303978054847	+
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	Shock, Hemorrhagic	0.4388696021945153	0.4388696021945153	+
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	Shock, Hemorrhagic	-0.09393745422592176	0.09393745422592176	-
Amyotrophic Lateral Sclerosis	Sjogren's Syndrome	0.14248008083679609	0.14248008083679609	+
Aortic Aneurysm, Abdominal	Sjogren's Syndrome	0.08837866009554145	0.08837866009554145	+
Arthritis, Rheumatoid	Sjogren's Syndrome	0.17486156337955555	0.17486156337955555	+
Atherosclerosis	Sjogren's Syndrome	0.05981219144913221	0.05981219144913221	+
Atrial Fibrillation	Sjogren's Syndrome	0.0548651287435464	0.0548651287435464	+
Carcinoma, Thyroid, Papillary	Sjogren's Syndrome	0.10470180932390814	0.10470180932390814	+
Creutzfeldt-Jakob Syndrome	Sjogren's Syndrome	0.22243500175345382	0.22243500175345382	+
Crohn Disease	Sjogren's Syndrome	0.1008531031684945	0.1008531031684945	+
Diabetic Nephropathies	Sjogren's Syndrome	0.06730468441316757	0.06730468441316757	+
Endotoxemia	Sjogren's Syndrome	-0.07341403067117502	0.07341403067117502	-
Eosinophilic Esophagitis	Sjogren's Syndrome	0.29744136756344997	0.29744136756344997	+
Gerstmann-Straussler-Scheinker Disease	Sjogren's Syndrome	0.22243500175345382	0.22243500175345382	+
Huntington Disease	Sjogren's Syndrome	-0.13332452184571145	0.13332452184571145	-
Inflammatory Bowel Diseases	Sjogren's Syndrome	0.0612995535791395	0.0612995535791395	+
Lichen Planus	Sjogren's Syndrome	0.09941332228694179	0.09941332228694179	+
Liver Cirrhosis, Biliary	Sjogren's Syndrome	-0.12694708288697387	0.12694708288697387	-
Lupus Erythematosus, Systemic	Sjogren's Syndrome	0.1553090591276899	0.1553090591276899	+
Myelodysplastic Syndromes	Sjogren's Syndrome	-0.09835480917756421	0.09835480917756421	-
Obesity	Sjogren's Syndrome	-0.05391980683012168	0.05391980683012168	-
Otitis Media	Sjogren's Syndrome	0.15819970411744858	0.15819970411744858	+
Papillomaviridae	Sjogren's Syndrome	-0.15394810689790223	0.15394810689790223	-
Periodontal Diseases	Sjogren's Syndrome	-0.09214482960582054	0.09214482960582054	-
Psoriasis	Sjogren's Syndrome	0.053298970428307835	0.053298970428307835	+
Reperfusion Injury	Sjogren's Syndrome	-0.07703918379071481	0.07703918379071481	-
Schistosomiasis japonica	Sjogren's Syndrome	0.15819970411744858	0.15819970411744858	+
Sepsis	Sjogren's Syndrome	0.10209643757165202	0.10209643757165202	+
Acquired Immunodeficiency Syndrome	Small Cell Lung Carcinoma	0.10452384030081395	0.10452384030081395	+
Adenocarcinoma, Esophageal	Small Cell Lung Carcinoma	-0.0514575863865594	0.0514575863865594	-
Amyotrophic Lateral Sclerosis	Small Cell Lung Carcinoma	-0.05908988131595663	0.05908988131595663	-
Aortic Aneurysm, Abdominal	Small Cell Lung Carcinoma	-0.07351564814710015	0.07351564814710015	-
Biliary Tract Neoplasms	Small Cell Lung Carcinoma	-0.07492424232740014	0.07492424232740014	-
Burkitt Lymphoma	Small Cell Lung Carcinoma	0.05758707586272657	0.05758707586272657	+
Carcinoma, Pancreatic	Small Cell Lung Carcinoma	-0.08429346949275042	0.08429346949275042	-
Carcinoma, Thyroid, Follicular	Small Cell Lung Carcinoma	0.11029025389513251	0.11029025389513251	+
Cardiomyopathy, Hypertrophic	Small Cell Lung Carcinoma	-0.09102918355999007	0.09102918355999007	-
Cutaneous Melanoma	Small Cell Lung Carcinoma	0.08870353539297339	0.08870353539297339	+
Dermatitis, Atopic	Small Cell Lung Carcinoma	0.09469965388612067	0.09469965388612067	+
Diabetes Mellitus	Small Cell Lung Carcinoma	0.05793147298565094	0.05793147298565094	+
Diabetic Nephropathies	Small Cell Lung Carcinoma	0.14973352297743284	0.14973352297743284	+
Endometriosis	Small Cell Lung Carcinoma	-0.0773997220118494	0.0773997220118494	-
Epilepsy, Temporal Lobe	Small Cell Lung Carcinoma	-0.0591662329496358	0.0591662329496358	-
Esophagitis	Small Cell Lung Carcinoma	-0.05674271814349253	0.05674271814349253	-
Fibromyalgia	Small Cell Lung Carcinoma	0.06221657734550887	0.06221657734550887	+
Hepatitis C, Chronic	Small Cell Lung Carcinoma	0.061253196726232466	0.061253196726232466	+
Hypertension, Pulmonary	Small Cell Lung Carcinoma	-0.06724128676049772	0.06724128676049772	-
Leukemia, Lymphocytic, Chronic, B-Cell	Small Cell Lung Carcinoma	0.05432343432846131	0.05432343432846131	+
Lichen Planus	Small Cell Lung Carcinoma	0.09844299187686568	0.09844299187686568	+
Lichen Planus, Oral	Small Cell Lung Carcinoma	0.07039069472634449	0.07039069472634449	+
Lupus Erythematosus, Systemic	Small Cell Lung Carcinoma	0.092289700368704	0.092289700368704	+
Lymphoma, B-Cell	Small Cell Lung Carcinoma	-0.07775327732881455	0.07775327732881455	-
Myelodysplastic Syndromes	Small Cell Lung Carcinoma	0.0628454908027308	0.0628454908027308	+
Myocardial Reperfusion Injury	Small Cell Lung Carcinoma	-0.10552176130064235	0.10552176130064235	-
Myotonic Dystrophy	Small Cell Lung Carcinoma	0.07640760401220431	0.07640760401220431	+
Obesity	Small Cell Lung Carcinoma	-0.08409311276846396	0.08409311276846396	-
Osteogenesis Imperfecta	Small Cell Lung Carcinoma	0.12221198242892166	0.12221198242892166	+
Osteosarcoma	Small Cell Lung Carcinoma	0.10724398628582817	0.10724398628582817	+
Peritonitis	Small Cell Lung Carcinoma	-0.06170392976003557	0.06170392976003557	-
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	Small Cell Lung Carcinoma	0.23438063620913271	0.23438063620913271	+
Prion Diseases	Small Cell Lung Carcinoma	-0.06780184695387045	0.06780184695387045	-
Psoriasis	Small Cell Lung Carcinoma	0.06888083749963732	0.06888083749963732	+
Respiratory Syncytial Virus Infections	Small Cell Lung Carcinoma	0.06179760852990631	0.06179760852990631	+
Retinoblastoma	Small Cell Lung Carcinoma	-0.06400906678725007	0.06400906678725007	-
Adrenal Cortex Neoplasms	Solitary Fibrous Tumor, Pleural	-0.06281147477504428	0.06281147477504428	-
Azoospermia	Solitary Fibrous Tumor, Pleural	0.07528494176424218	0.07528494176424218	+
Endocrine Gland Neoplasms	Solitary Fibrous Tumor, Pleural	0.05461333463237553	0.05461333463237553	+
Hepatoblastoma	Solitary Fibrous Tumor, Pleural	-0.05060777978299108	0.05060777978299108	-
Leukemia, Biphenotypic, Acute	Solitary Fibrous Tumor, Pleural	0.054203032763438554	0.054203032763438554	+
Neurilemmoma	Solitary Fibrous Tumor, Pleural	0.07867486136601565	0.07867486136601565	+
Psoriasis	Solitary Fibrous Tumor, Pleural	0.06186594145052948	0.06186594145052948	+
Rhinitis, Allergic, Perennial	Solitary Fibrous Tumor, Pleural	0.06146496243831792	0.06146496243831792	+
Schizophrenia	Solitary Fibrous Tumor, Pleural	-0.0873186269796922	0.0873186269796922	-
Acute Lung Injury	Spinal Cord Injuries	0.1838959932345102	0.1838959932345102	+
Adrenocortical Carcinoma	Spinal Cord Injuries	0.08973481215419199	0.08973481215419199	+
Autoimmune Diseases	Spinal Cord Injuries	-0.12252986229902818	0.12252986229902818	-
Bronchiolitis Obliterans	Spinal Cord Injuries	-0.08193286412675714	0.08193286412675714	-
Carcinoma, Non-Small-Cell Lung	Spinal Cord Injuries	-0.08012624084856199	0.08012624084856199	-
Carcinoma, Pancreatic	Spinal Cord Injuries	-0.059200805951582794	0.059200805951582794	-
Cardiomyopathy, Dilated	Spinal Cord Injuries	-0.08129523312040277	0.08129523312040277	-
Cholesteatoma	Spinal Cord Injuries	0.5270318485649234	0.5270318485649234	+
Colorectal Adenocarcinoma	Spinal Cord Injuries	-0.14192642295799965	0.14192642295799965	-
Colorectal Neoplasms	Spinal Cord Injuries	0.05101837596590326	0.05101837596590326	+
Digestive System Neoplasms	Spinal Cord Injuries	-0.19090520952434534	0.19090520952434534	-
Head and Neck Neoplasms	Spinal Cord Injuries	0.051450715720786015	0.051450715720786015	+
Inferior Wall Myocardial Infarction	Spinal Cord Injuries	-0.10527173179381025	0.10527173179381025	-
Leukemia	Spinal Cord Injuries	0.0965451333993938	0.0965451333993938	+
Leukemia, Lymphocytic, Chronic, B-Cell	Spinal Cord Injuries	-0.10970405355760769	0.10970405355760769	-
Leukemia, Promyelocytic, Acute	Spinal Cord Injuries	0.13643414455154726	0.13643414455154726	+
Lymphoma	Spinal Cord Injuries	-0.09522992200576812	0.09522992200576812	-
Lymphoma, Mantle-Cell	Spinal Cord Injuries	0.08312480063733942	0.08312480063733942	+
Lymphoma, Primary Effusion	Spinal Cord Injuries	-0.17773037254631613	0.17773037254631613	-
Mycosis Fungoides	Spinal Cord Injuries	-0.18441939855354195	0.18441939855354195	-
Myocardial Reperfusion Injury	Spinal Cord Injuries	0.0669619879510813	0.0669619879510813	+
Nasopharyngeal Neoplasms	Spinal Cord Injuries	-0.173994783205838	0.173994783205838	-
Nephrotic Syndrome	Spinal Cord Injuries	-0.07111803721665955	0.07111803721665955	-
Periodontitis	Spinal Cord Injuries	0.1035610977021296	0.1035610977021296	+
Reperfusion Injury	Spinal Cord Injuries	0.05728828365364878	0.05728828365364878	+
Salivary Gland Neoplasms	Spinal Cord Injuries	-0.10246198576438025	0.10246198576438025	-
Sarcoma, Kaposi	Spinal Cord Injuries	-0.1590794182905253	0.1590794182905253	-
Alopecia	Spinal Stenosis	-0.1053908211990921	0.1053908211990921	-
Atherosclerosis	Spinal Stenosis	-0.0625908253223216	0.0625908253223216	-
Carcinoma, Thyroid, Papillary	Spinal Stenosis	-0.10127616832861311	0.10127616832861311	-
Cardiomyopathy, Alcoholic	Spinal Stenosis	0.05725712866907522	0.05725712866907522	+
Cholesteatoma	Spinal Stenosis	-0.06795977414787553	0.06795977414787553	-
Choriocarcinoma	Spinal Stenosis	-0.07589192386034048	0.07589192386034048	-
Liver Cirrhosis	Spinal Stenosis	-0.07670703071922935	0.07670703071922935	-
Sarcoma, Kaposi	Spinal Stenosis	0.05138034146964311	0.05138034146964311	+
Cardiomyopathy, Dilated	Spondylitis, Ankylosing	-0.0725221115842418	0.0725221115842418	-
Digestive System Neoplasms	Spondylitis, Ankylosing	-0.05012092733348286	0.05012092733348286	-
HIV Infections	Spondylitis, Ankylosing	-0.1381299303465606	0.1381299303465606	-
Prion Diseases	Spondylitis, Ankylosing	0.08152651798538207	0.08152651798538207	+
Adenocarcinoma, Esophageal	Squamous Cell Carcinoma, Esophageal	0.09058182814886842	0.09058182814886842	+
Aortic Aneurysm, Thoracic	Squamous Cell Carcinoma, Esophageal	0.09413904371907016	0.09413904371907016	+
Astrocytoma	Squamous Cell Carcinoma, Esophageal	0.09559406745821443	0.09559406745821443	+
Atherosclerosis	Squamous Cell Carcinoma, Esophageal	0.08628878625438717	0.08628878625438717	+
Carcinoma, Non-Small-Cell Lung	Squamous Cell Carcinoma, Esophageal	0.05563395694064163	0.05563395694064163	+
Carcinoma, Pancreatic Ductal	Squamous Cell Carcinoma, Esophageal	0.050986916769806837	0.050986916769806837	+
Carcinoma, Renal Cell	Squamous Cell Carcinoma, Esophageal	0.05931845010065786	0.05931845010065786	+
Carcinoma, Thyroid, Papillary	Squamous Cell Carcinoma, Esophageal	0.07114750294993637	0.07114750294993637	+
Cardiomyopathy, Hypertrophic	Squamous Cell Carcinoma, Esophageal	-0.06574975184659484	0.06574975184659484	-
Cardiovascular Diseases	Squamous Cell Carcinoma, Esophageal	0.0699783501382164	0.0699783501382164	+
Cholangiocarcinoma	Squamous Cell Carcinoma, Esophageal	0.11574324064711115	0.11574324064711115	+
Choriocarcinoma	Squamous Cell Carcinoma, Esophageal	0.10731321999044369	0.10731321999044369	+
Dermatitis, Atopic	Squamous Cell Carcinoma, Esophageal	0.054777020457389865	0.054777020457389865	+
Endometrial Neoplasms	Squamous Cell Carcinoma, Esophageal	0.05790393214449599	0.05790393214449599	+
Esophageal Neoplasms	Squamous Cell Carcinoma, Esophageal	0.06830034420904928	0.06830034420904928	+
Head and Neck Neoplasms	Squamous Cell Carcinoma, Esophageal	0.057583923876901616	0.057583923876901616	+
Inflammation	Squamous Cell Carcinoma, Esophageal	0.05749701191575754	0.05749701191575754	+
Kidney Diseases	Squamous Cell Carcinoma, Esophageal	0.06488750247546742	0.06488750247546742	+
Kidney Failure, Chronic	Squamous Cell Carcinoma, Esophageal	0.05408636129941687	0.05408636129941687	+
Laryngeal Neoplasms	Squamous Cell Carcinoma, Esophageal	0.12539667810879965	0.12539667810879965	+
Liver Neoplasms	Squamous Cell Carcinoma, Esophageal	0.07910617495361642	0.07910617495361642	+
Lymphoma	Squamous Cell Carcinoma, Esophageal	0.05632479995173467	0.05632479995173467	+
Lymphoma, Large B-Cell, Diffuse	Squamous Cell Carcinoma, Esophageal	0.05244322115032326	0.05244322115032326	+
Musculoskeletal Abnormalities	Squamous Cell Carcinoma, Esophageal	0.10850528636292261	0.10850528636292261	+
Neoplasms	Squamous Cell Carcinoma, Esophageal	0.06376153038863094	0.06376153038863094	+
Niemann-Pick Disease, Type C	Squamous Cell Carcinoma, Esophageal	0.06809354360449794	0.06809354360449794	+
Retinal Neovascularization	Squamous Cell Carcinoma, Esophageal	0.060485392454055154	0.060485392454055154	+
Rhabdomyosarcoma	Squamous Cell Carcinoma, Esophageal	-0.052001993038615316	0.052001993038615316	-
Carcinoma, Pancreatic	Squamous Cell Carcinoma, Head and Neck	0.056929223253178826	0.056929223253178826	+
Colonic Neoplasms	Squamous Cell Carcinoma, Head and Neck	0.05808627317330928	0.05808627317330928	+
Endometrial Neoplasms	Squamous Cell Carcinoma, Head and Neck	0.054751341580207585	0.054751341580207585	+
Esophageal Neoplasms	Squamous Cell Carcinoma, Head and Neck	0.07176849232904516	0.07176849232904516	+
Head and Neck Neoplasms	Squamous Cell Carcinoma, Head and Neck	0.1539231296914487	0.1539231296914487	+
Lymphoma, T-Cell	Squamous Cell Carcinoma, Head and Neck	-0.09704306838020109	0.09704306838020109	-
Myelodysplastic Syndromes	Squamous Cell Carcinoma, Head and Neck	0.052415915487335867	0.052415915487335867	+
Myocardial Infarction	Squamous Cell Carcinoma, Head and Neck	0.05155285232537001	0.05155285232537001	+
Neoplasms	Squamous Cell Carcinoma, Head and Neck	0.07606619684061158	0.07606619684061158	+
Periodontitis	Squamous Cell Carcinoma, Head and Neck	0.05400813055554143	0.05400813055554143	+
Pheochromocytoma	Squamous Cell Carcinoma, Head and Neck	0.07796025618059171	0.07796025618059171	+
Squamous Cell Carcinoma, Esophageal	Squamous Cell Carcinoma, Head and Neck	0.10734268542372857	0.10734268542372857	+
Barrett Esophagus	Stomach Neoplasms	0.07047704003128946	0.07047704003128946	+
Breast Neoplasms	Stomach Neoplasms	0.19712589649329215	0.19712589649329215	+
Colorectal Adenocarcinoma	Stomach Neoplasms	-0.05532515356200882	0.05532515356200882	-
Colorectal Neoplasms	Stomach Neoplasms	0.05177629987354355	0.05177629987354355	+
Glioblastoma	Stomach Neoplasms	0.08841526987030014	0.08841526987030014	+
Glioma	Stomach Neoplasms	0.12835410197367209	0.12835410197367209	+
Head and Neck Neoplasms	Stomach Neoplasms	0.0965598487100824	0.0965598487100824	+
Neoplasms	Stomach Neoplasms	0.10837162810337661	0.10837162810337661	+
Osteosarcoma	Stomach Neoplasms	0.07236360551627713	0.07236360551627713	+
Pancreatic Neoplasms	Stomach Neoplasms	0.23674823824423816	0.23674823824423816	+
Squamous Cell Carcinoma, Head and Neck	Stomach Neoplasms	0.05130198681552752	0.05130198681552752	+
Adenocarcinoma, Lung	Stroke	-0.05272356552847149	0.05272356552847149	-
Arthritis, Rheumatoid	Stroke	0.119669045798761	0.119669045798761	+
