From	To	Distance	Type
Mycosis Fungoides	Retinitis Pigmentosa	3	inter
Mycosis Fungoides	Retinoblastoma	2	inter
Mycosis Fungoides	Rhabdomyosarcoma	3	inter
Mycosis Fungoides	Rhinitis, Allergic	2	intra
Mycosis Fungoides	Rhinitis, Allergic, Perennial	2	intra
Mycosis Fungoides	Rhinitis, Vasomotor	2	inter
Mycosis Fungoides	Salivary Gland Neoplasms	1	inter
Mycosis Fungoides	Salmonella Infections	3	inter
Mycosis Fungoides	Sarcoma	3	inter
Mycosis Fungoides	Sarcoma, Ewing	3	inter
Mycosis Fungoides	Sarcoma, Kaposi	1	inter
Mycosis Fungoides	Sarcoma, Synovial	2	inter
Mycosis Fungoides	Schistosomiasis japonica	3	inter
Mycosis Fungoides	Schizophrenia	1	inter
Mycosis Fungoides	Scleroderma, Localized	3	inter
Mycosis Fungoides	Scleroderma, Systemic	1	inter
Mycosis Fungoides	Seizures	2	inter
Mycosis Fungoides	Seminoma	3	inter
Mycosis Fungoides	Sepsis	2	inter
Mycosis Fungoides	Sezary Syndrome	3	intra
Mycosis Fungoides	Shock, Hemorrhagic	3	inter
Mycosis Fungoides	Sjogren's Syndrome	2	intra
Mycosis Fungoides	Small Cell Lung Carcinoma	2	inter
Mycosis Fungoides	Solitary Fibrous Tumor, Pleural	2	inter
Mycosis Fungoides	Spinal Cord Injuries	1	inter
Mycosis Fungoides	Spinal Stenosis	2	inter
Mycosis Fungoides	Spondylitis, Ankylosing	2	inter
Mycosis Fungoides	Squamous Cell Carcinoma, Esophageal	2	inter
Mycosis Fungoides	Squamous Cell Carcinoma, Head and Neck	2	inter
Mycosis Fungoides	Stomach Neoplasms	2	inter
Mycosis Fungoides	Stroke	2	inter
Mycosis Fungoides	Subarachnoid Hemorrhage	3	inter
Mycosis Fungoides	Telangiectasia, Hereditary Hemorrhagic	3	inter
Mycosis Fungoides	Testicular Neoplasms	3	inter
Mycosis Fungoides	Thrombocythemia, Essential	3	inter
Mycosis Fungoides	Thyroid Carcinoma, Anaplastic	2	inter
Mycosis Fungoides	Thyroid Neoplasms	2	inter
Mycosis Fungoides	Thyroiditis, Autoimmune	2	intra
Mycosis Fungoides	Toxoplasmosis	2	inter
Mycosis Fungoides	Triple Negative Breast Neoplasms	1	inter
Mycosis Fungoides	Tuberculosis	2	inter
Mycosis Fungoides	Urinary Bladder Neoplasms	2	inter
Mycosis Fungoides	Uterine Cervical Neoplasms	2	inter
Mycosis Fungoides	Uveal Melanoma	2	inter
Mycosis Fungoides	Vitiligo	2	inter
Mycosis Fungoides	Waldenstrom Macroglobulinemia	1	intra
Myelodysplastic Syndromes	Myocardial Infarction	2	inter
Myelodysplastic Syndromes	Myocardial Ischemia	2	inter
Myelodysplastic Syndromes	Myocardial Reperfusion Injury	2	inter
Myelodysplastic Syndromes	Myositis	1	inter
Myelodysplastic Syndromes	Myotonic Dystrophy	1	inter
Myelodysplastic Syndromes	Nasopharyngeal Neoplasms	2	inter
Myelodysplastic Syndromes	Neoplasms	2	inter
Myelodysplastic Syndromes	Nephrosclerosis	2	inter
Myelodysplastic Syndromes	Nephrotic Syndrome	2	inter
Myelodysplastic Syndromes	Nervous System Diseases	3	inter
Myelodysplastic Syndromes	Neurilemmoma	2	inter
Myelodysplastic Syndromes	Neuroblastoma	2	inter
Myelodysplastic Syndromes	Neurodegenerative Diseases	3	inter
Myelodysplastic Syndromes	Neuroma	2	inter
Myelodysplastic Syndromes	Neurotoxicity Syndromes	3	inter
Myelodysplastic Syndromes	Niemann-Pick Disease, Type C	2	inter
Myelodysplastic Syndromes	Non-alcoholic Fatty Liver Disease	2	inter
Myelodysplastic Syndromes	Obesity	1	inter
Myelodysplastic Syndromes	Osteoarthritis	1	inter
Myelodysplastic Syndromes	Osteoarthritis, Knee	2	inter
Myelodysplastic Syndromes	Osteogenesis Imperfecta	1	inter
Myelodysplastic Syndromes	Osteonecrosis	2	inter
Myelodysplastic Syndromes	Osteoporosis	3	inter
Myelodysplastic Syndromes	Osteosarcoma	2	inter
Myelodysplastic Syndromes	Otitis Media	2	inter
Myelodysplastic Syndromes	Ovarian Neoplasms	3	inter
Myelodysplastic Syndromes	Pancreatic Neoplasms	2	inter
Myelodysplastic Syndromes	Pancreatitis, Acute Necrotizing	2	inter
Myelodysplastic Syndromes	Papillomaviridae	1	inter
Myelodysplastic Syndromes	Parkinson Disease	2	inter
Myelodysplastic Syndromes	Periodontal Diseases	1	inter
Myelodysplastic Syndromes	Periodontitis	2	inter
Myelodysplastic Syndromes	Peritonitis	2	inter
Myelodysplastic Syndromes	Pheochromocytoma	2	inter
Myelodysplastic Syndromes	Pituitary Neoplasms	1	inter
Myelodysplastic Syndromes	Polycystic Ovary Syndrome	3	inter
Myelodysplastic Syndromes	Polycythemia Vera	2	intra
Myelodysplastic Syndromes	Pre-Eclampsia	2	inter
Myelodysplastic Syndromes	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myelodysplastic Syndromes	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Myelodysplastic Syndromes	Pregnancy, Ectopic	2	inter
Myelodysplastic Syndromes	Prion Diseases	1	inter
Myelodysplastic Syndromes	Prostatic Neoplasms	2	inter
Myelodysplastic Syndromes	Psoriasis	2	inter
Myelodysplastic Syndromes	Pulmonary Disease, Chronic Obstructive	2	inter
Myelodysplastic Syndromes	Pulmonary Fibrosis	2	inter
Myelodysplastic Syndromes	Rectal Neoplasms	3	inter
Myelodysplastic Syndromes	Reperfusion Injury	1	inter
Myelodysplastic Syndromes	Respiratory Distress Syndrome, Adult	3	inter
Myelodysplastic Syndromes	Respiratory Syncytial Virus Infections	2	inter
Myelodysplastic Syndromes	Retinal Degeneration	3	inter
Myelodysplastic Syndromes	Retinal Neovascularization	2	inter
Myelodysplastic Syndromes	Retinitis Pigmentosa	1	inter
Myelodysplastic Syndromes	Retinoblastoma	2	inter
Myelodysplastic Syndromes	Rhabdomyosarcoma	1	inter
Myelodysplastic Syndromes	Rhinitis, Allergic	3	inter
Myelodysplastic Syndromes	Rhinitis, Allergic, Perennial	3	inter
Myelodysplastic Syndromes	Rhinitis, Vasomotor	3	inter
Myelodysplastic Syndromes	Salivary Gland Neoplasms	3	inter
Myelodysplastic Syndromes	Salmonella Infections	3	inter
Myelodysplastic Syndromes	Sarcoma	2	inter
Myelodysplastic Syndromes	Sarcoma, Ewing	2	inter
Myelodysplastic Syndromes	Sarcoma, Kaposi	2	inter
Myelodysplastic Syndromes	Sarcoma, Synovial	3	inter
Myelodysplastic Syndromes	Schistosomiasis japonica	2	inter
Myelodysplastic Syndromes	Schizophrenia	2	inter
Myelodysplastic Syndromes	Scleroderma, Localized	2	inter
Myelodysplastic Syndromes	Scleroderma, Systemic	2	inter
Myelodysplastic Syndromes	Seizures	2	inter
Myelodysplastic Syndromes	Seminoma	3	inter
Myelodysplastic Syndromes	Sepsis	2	inter
Myelodysplastic Syndromes	Sezary Syndrome	3	inter
Myelodysplastic Syndromes	Shock, Hemorrhagic	2	inter
Myelodysplastic Syndromes	Sjogren's Syndrome	1	inter
Myelodysplastic Syndromes	Small Cell Lung Carcinoma	1	inter
Myelodysplastic Syndromes	Solitary Fibrous Tumor, Pleural	3	inter
Myelodysplastic Syndromes	Spinal Cord Injuries	2	inter
Myelodysplastic Syndromes	Spinal Stenosis	2	inter
Myelodysplastic Syndromes	Spondylitis, Ankylosing	2	inter
Myelodysplastic Syndromes	Squamous Cell Carcinoma, Esophageal	2	inter
Myelodysplastic Syndromes	Squamous Cell Carcinoma, Head and Neck	1	inter
Myelodysplastic Syndromes	Stomach Neoplasms	2	inter
Myelodysplastic Syndromes	Stroke	1	inter
Myelodysplastic Syndromes	Subarachnoid Hemorrhage	2	inter
Myelodysplastic Syndromes	Telangiectasia, Hereditary Hemorrhagic	3	inter
Myelodysplastic Syndromes	Testicular Neoplasms	3	inter
Myelodysplastic Syndromes	Thrombocythemia, Essential	1	intra
Myelodysplastic Syndromes	Thyroid Carcinoma, Anaplastic	1	inter
Myelodysplastic Syndromes	Thyroid Neoplasms	1	inter
Myelodysplastic Syndromes	Thyroiditis, Autoimmune	3	inter
Myelodysplastic Syndromes	Toxoplasmosis	2	inter
Myelodysplastic Syndromes	Triple Negative Breast Neoplasms	2	inter
Myelodysplastic Syndromes	Tuberculosis	1	inter
Myelodysplastic Syndromes	Urinary Bladder Neoplasms	2	inter
Myelodysplastic Syndromes	Uterine Cervical Neoplasms	2	inter
Myelodysplastic Syndromes	Uveal Melanoma	2	inter
Myelodysplastic Syndromes	Vitiligo	2	inter
Myelodysplastic Syndromes	Waldenstrom Macroglobulinemia	2	inter
Myocardial Infarction	Myocardial Ischemia	2	intra
Myocardial Infarction	Myocardial Reperfusion Injury	2	intra
Myocardial Infarction	Myositis	2	inter
Myocardial Infarction	Myotonic Dystrophy	2	inter
Myocardial Infarction	Nasopharyngeal Neoplasms	2	inter
Myocardial Infarction	Neoplasms	1	inter
Myocardial Infarction	Nephrosclerosis	2	inter
Myocardial Infarction	Nephrotic Syndrome	2	inter
Myocardial Infarction	Nervous System Diseases	3	inter
Myocardial Infarction	Neurilemmoma	3	inter
Myocardial Infarction	Neuroblastoma	3	inter
Myocardial Infarction	Neurodegenerative Diseases	3	inter
Myocardial Infarction	Neuroma	2	inter
Myocardial Infarction	Neurotoxicity Syndromes	3	inter
Myocardial Infarction	Niemann-Pick Disease, Type C	3	inter
Myocardial Infarction	Non-alcoholic Fatty Liver Disease	2	inter
Myocardial Infarction	Obesity	2	inter
Myocardial Infarction	Osteoarthritis	2	inter
Myocardial Infarction	Osteoarthritis, Knee	2	inter
Myocardial Infarction	Osteogenesis Imperfecta	2	inter
Myocardial Infarction	Osteonecrosis	3	inter
Myocardial Infarction	Osteoporosis	3	inter
Myocardial Infarction	Osteosarcoma	2	inter
Myocardial Infarction	Otitis Media	2	inter
Myocardial Infarction	Ovarian Neoplasms	2	inter
Myocardial Infarction	Pancreatic Neoplasms	1	inter
Myocardial Infarction	Pancreatitis, Acute Necrotizing	2	inter
Myocardial Infarction	Papillomaviridae	2	inter
Myocardial Infarction	Parkinson Disease	3	inter
Myocardial Infarction	Periodontal Diseases	2	inter
Myocardial Infarction	Periodontitis	2	inter
Myocardial Infarction	Peritonitis	3	inter
Myocardial Infarction	Pheochromocytoma	2	inter
Myocardial Infarction	Pituitary Neoplasms	2	inter
Myocardial Infarction	Polycystic Ovary Syndrome	3	inter
Myocardial Infarction	Polycythemia Vera	1	inter
Myocardial Infarction	Pre-Eclampsia	2	inter
Myocardial Infarction	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Myocardial Infarction	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myocardial Infarction	Pregnancy, Ectopic	2	inter
Myocardial Infarction	Prion Diseases	2	inter
Myocardial Infarction	Prostatic Neoplasms	2	inter
Myocardial Infarction	Psoriasis	2	inter
Myocardial Infarction	Pulmonary Disease, Chronic Obstructive	2	inter
Myocardial Infarction	Pulmonary Fibrosis	2	inter
Myocardial Infarction	Rectal Neoplasms	3	inter
Myocardial Infarction	Reperfusion Injury	1	intra
Myocardial Infarction	Respiratory Distress Syndrome, Adult	2	inter
Myocardial Infarction	Respiratory Syncytial Virus Infections	3	inter
Myocardial Infarction	Retinal Degeneration	2	inter
Myocardial Infarction	Retinal Neovascularization	1	inter
Myocardial Infarction	Retinitis Pigmentosa	2	inter
Myocardial Infarction	Retinoblastoma	2	inter
Myocardial Infarction	Rhabdomyosarcoma	1	inter
Myocardial Infarction	Rhinitis, Allergic	1	inter
Myocardial Infarction	Rhinitis, Allergic, Perennial	2	inter
Myocardial Infarction	Rhinitis, Vasomotor	3	inter
Myocardial Infarction	Salivary Gland Neoplasms	3	inter
Myocardial Infarction	Salmonella Infections	3	inter
Myocardial Infarction	Sarcoma	2	inter
Myocardial Infarction	Sarcoma, Ewing	2	inter
Myocardial Infarction	Sarcoma, Kaposi	2	inter
Myocardial Infarction	Sarcoma, Synovial	2	inter
Myocardial Infarction	Schistosomiasis japonica	2	inter
Myocardial Infarction	Schizophrenia	2	inter
Myocardial Infarction	Scleroderma, Localized	2	inter
Myocardial Infarction	Scleroderma, Systemic	3	inter
Myocardial Infarction	Seizures	3	inter
Myocardial Infarction	Seminoma	3	inter
Myocardial Infarction	Sepsis	2	inter
Myocardial Infarction	Sezary Syndrome	2	inter
Myocardial Infarction	Shock, Hemorrhagic	1	inter
Myocardial Infarction	Sjogren's Syndrome	2	inter
Myocardial Infarction	Small Cell Lung Carcinoma	2	inter
Myocardial Infarction	Solitary Fibrous Tumor, Pleural	3	inter
Myocardial Infarction	Spinal Cord Injuries	2	inter
Myocardial Infarction	Spinal Stenosis	2	inter
Myocardial Infarction	Spondylitis, Ankylosing	2	inter
Myocardial Infarction	Squamous Cell Carcinoma, Esophageal	2	inter
Myocardial Infarction	Squamous Cell Carcinoma, Head and Neck	1	inter
Myocardial Infarction	Stomach Neoplasms	2	inter
Myocardial Infarction	Stroke	1	inter
Myocardial Infarction	Subarachnoid Hemorrhage	2	intra
Myocardial Infarction	Telangiectasia, Hereditary Hemorrhagic	3	intra
Myocardial Infarction	Testicular Neoplasms	2	inter
Myocardial Infarction	Thrombocythemia, Essential	2	inter
Myocardial Infarction	Thyroid Carcinoma, Anaplastic	2	inter
Myocardial Infarction	Thyroid Neoplasms	2	inter
Myocardial Infarction	Thyroiditis, Autoimmune	3	inter
Myocardial Infarction	Toxoplasmosis	2	inter
Myocardial Infarction	Triple Negative Breast Neoplasms	1	inter
Myocardial Infarction	Tuberculosis	2	inter
Myocardial Infarction	Urinary Bladder Neoplasms	2	inter
Myocardial Infarction	Uterine Cervical Neoplasms	2	inter
Myocardial Infarction	Uveal Melanoma	2	inter
Myocardial Infarction	Vitiligo	2	inter
Myocardial Infarction	Waldenstrom Macroglobulinemia	2	inter
Myocardial Ischemia	Myocardial Reperfusion Injury	2	intra
Myocardial Ischemia	Myositis	3	inter
Myocardial Ischemia	Myotonic Dystrophy	2	inter
Myocardial Ischemia	Nasopharyngeal Neoplasms	1	inter
Myocardial Ischemia	Neoplasms	2	inter
Myocardial Ischemia	Nephrosclerosis	2	inter
Myocardial Ischemia	Nephrotic Syndrome	2	inter
Myocardial Ischemia	Nervous System Diseases	3	inter
Myocardial Ischemia	Neurilemmoma	3	inter
Myocardial Ischemia	Neuroblastoma	2	inter
Myocardial Ischemia	Neurodegenerative Diseases	3	inter
Myocardial Ischemia	Neuroma	3	inter
Myocardial Ischemia	Neurotoxicity Syndromes	3	inter
Myocardial Ischemia	Niemann-Pick Disease, Type C	2	inter
Myocardial Ischemia	Non-alcoholic Fatty Liver Disease	3	inter
Myocardial Ischemia	Obesity	2	inter
Myocardial Ischemia	Osteoarthritis	3	inter
Myocardial Ischemia	Osteoarthritis, Knee	2	inter
Myocardial Ischemia	Osteogenesis Imperfecta	2	inter
Myocardial Ischemia	Osteonecrosis	1	inter
Myocardial Ischemia	Osteoporosis	3	inter
Myocardial Ischemia	Osteosarcoma	3	inter
Myocardial Ischemia	Otitis Media	2	inter
Myocardial Ischemia	Ovarian Neoplasms	2	inter
Myocardial Ischemia	Pancreatic Neoplasms	3	inter
Myocardial Ischemia	Pancreatitis, Acute Necrotizing	2	inter
Myocardial Ischemia	Papillomaviridae	3	inter
Myocardial Ischemia	Parkinson Disease	2	inter
Myocardial Ischemia	Periodontal Diseases	3	inter
Myocardial Ischemia	Periodontitis	2	inter
Myocardial Ischemia	Peritonitis	3	inter
Myocardial Ischemia	Pheochromocytoma	3	inter
Myocardial Ischemia	Pituitary Neoplasms	2	inter
Myocardial Ischemia	Polycystic Ovary Syndrome	4	inter
Myocardial Ischemia	Polycythemia Vera	2	inter
Myocardial Ischemia	Pre-Eclampsia	3	inter
Myocardial Ischemia	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Myocardial Ischemia	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Myocardial Ischemia	Pregnancy, Ectopic	3	inter
Myocardial Ischemia	Prion Diseases	2	inter
Myocardial Ischemia	Prostatic Neoplasms	3	inter
Myocardial Ischemia	Psoriasis	3	inter
Myocardial Ischemia	Pulmonary Disease, Chronic Obstructive	3	inter
Myocardial Ischemia	Pulmonary Fibrosis	3	inter
Myocardial Ischemia	Rectal Neoplasms	3	inter
Myocardial Ischemia	Reperfusion Injury	2	intra
Myocardial Ischemia	Respiratory Distress Syndrome, Adult	4	inter
Myocardial Ischemia	Respiratory Syncytial Virus Infections	3	inter
Myocardial Ischemia	Retinal Degeneration	3	inter
Myocardial Ischemia	Retinal Neovascularization	2	inter
Myocardial Ischemia	Retinitis Pigmentosa	3	inter
Myocardial Ischemia	Retinoblastoma	2	inter
Myocardial Ischemia	Rhabdomyosarcoma	2	inter
Myocardial Ischemia	Rhinitis, Allergic	2	inter
Myocardial Ischemia	Rhinitis, Allergic, Perennial	3	inter
Myocardial Ischemia	Rhinitis, Vasomotor	4	inter
Myocardial Ischemia	Salivary Gland Neoplasms	2	inter
Myocardial Ischemia	Salmonella Infections	4	inter
Myocardial Ischemia	Sarcoma	3	inter
Myocardial Ischemia	Sarcoma, Ewing	2	inter
Myocardial Ischemia	Sarcoma, Kaposi	2	inter
Myocardial Ischemia	Sarcoma, Synovial	3	inter
Myocardial Ischemia	Schistosomiasis japonica	2	inter
Myocardial Ischemia	Schizophrenia	2	inter
Myocardial Ischemia	Scleroderma, Localized	2	inter
Myocardial Ischemia	Scleroderma, Systemic	3	inter
Myocardial Ischemia	Seizures	2	inter
Myocardial Ischemia	Seminoma	4	inter
Myocardial Ischemia	Sepsis	2	inter
Myocardial Ischemia	Sezary Syndrome	2	inter
Myocardial Ischemia	Shock, Hemorrhagic	2	inter
Myocardial Ischemia	Sjogren's Syndrome	2	inter
Myocardial Ischemia	Small Cell Lung Carcinoma	2	inter
Myocardial Ischemia	Solitary Fibrous Tumor, Pleural	3	inter
Myocardial Ischemia	Spinal Cord Injuries	2	inter
Myocardial Ischemia	Spinal Stenosis	2	inter
Myocardial Ischemia	Spondylitis, Ankylosing	2	inter
Myocardial Ischemia	Squamous Cell Carcinoma, Esophageal	2	inter
Myocardial Ischemia	Squamous Cell Carcinoma, Head and Neck	3	inter
Myocardial Ischemia	Stomach Neoplasms	3	inter
Myocardial Ischemia	Stroke	2	inter
Myocardial Ischemia	Subarachnoid Hemorrhage	3	intra
Myocardial Ischemia	Telangiectasia, Hereditary Hemorrhagic	2	intra
Myocardial Ischemia	Testicular Neoplasms	3	inter
Myocardial Ischemia	Thrombocythemia, Essential	2	inter
Myocardial Ischemia	Thyroid Carcinoma, Anaplastic	3	inter
Myocardial Ischemia	Thyroid Neoplasms	2	inter
Myocardial Ischemia	Thyroiditis, Autoimmune	3	inter
Myocardial Ischemia	Toxoplasmosis	2	inter
Myocardial Ischemia	Triple Negative Breast Neoplasms	2	inter
Myocardial Ischemia	Tuberculosis	2	inter
Myocardial Ischemia	Urinary Bladder Neoplasms	3	inter
Myocardial Ischemia	Uterine Cervical Neoplasms	3	inter
Myocardial Ischemia	Uveal Melanoma	3	inter
Myocardial Ischemia	Vitiligo	3	inter
Myocardial Ischemia	Waldenstrom Macroglobulinemia	2	inter
Myocardial Reperfusion Injury	Myositis	3	inter
Myocardial Reperfusion Injury	Myotonic Dystrophy	2	inter
Myocardial Reperfusion Injury	Nasopharyngeal Neoplasms	2	inter
Myocardial Reperfusion Injury	Neoplasms	2	inter
Myocardial Reperfusion Injury	Nephrosclerosis	2	inter
Myocardial Reperfusion Injury	Nephrotic Syndrome	1	inter
Myocardial Reperfusion Injury	Nervous System Diseases	3	inter
Myocardial Reperfusion Injury	Neurilemmoma	3	inter
Myocardial Reperfusion Injury	Neuroblastoma	2	inter
Myocardial Reperfusion Injury	Neurodegenerative Diseases	4	inter
Myocardial Reperfusion Injury	Neuroma	2	inter
Myocardial Reperfusion Injury	Neurotoxicity Syndromes	3	inter
Myocardial Reperfusion Injury	Niemann-Pick Disease, Type C	3	inter
Myocardial Reperfusion Injury	Non-alcoholic Fatty Liver Disease	1	inter
Myocardial Reperfusion Injury	Obesity	2	inter
Myocardial Reperfusion Injury	Osteoarthritis	2	inter
Myocardial Reperfusion Injury	Osteoarthritis, Knee	2	inter
Myocardial Reperfusion Injury	Osteogenesis Imperfecta	2	inter
Myocardial Reperfusion Injury	Osteonecrosis	2	inter
Myocardial Reperfusion Injury	Osteoporosis	3	inter
Myocardial Reperfusion Injury	Osteosarcoma	2	inter
Myocardial Reperfusion Injury	Otitis Media	2	inter
Myocardial Reperfusion Injury	Ovarian Neoplasms	3	inter
Myocardial Reperfusion Injury	Pancreatic Neoplasms	3	inter
Myocardial Reperfusion Injury	Pancreatitis, Acute Necrotizing	2	inter
Myocardial Reperfusion Injury	Papillomaviridae	2	inter
Myocardial Reperfusion Injury	Parkinson Disease	3	inter
Myocardial Reperfusion Injury	Periodontal Diseases	2	inter
Myocardial Reperfusion Injury	Periodontitis	2	inter
Myocardial Reperfusion Injury	Peritonitis	1	inter
Myocardial Reperfusion Injury	Pheochromocytoma	2	inter
Myocardial Reperfusion Injury	Pituitary Neoplasms	3	inter
Myocardial Reperfusion Injury	Polycystic Ovary Syndrome	3	inter
Myocardial Reperfusion Injury	Polycythemia Vera	2	inter
Myocardial Reperfusion Injury	Pre-Eclampsia	3	inter
Myocardial Reperfusion Injury	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Myocardial Reperfusion Injury	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myocardial Reperfusion Injury	Pregnancy, Ectopic	2	inter
Myocardial Reperfusion Injury	Prion Diseases	2	inter
Myocardial Reperfusion Injury	Prostatic Neoplasms	2	inter
Myocardial Reperfusion Injury	Psoriasis	1	inter
Myocardial Reperfusion Injury	Pulmonary Disease, Chronic Obstructive	3	inter
Myocardial Reperfusion Injury	Pulmonary Fibrosis	2	inter
Myocardial Reperfusion Injury	Rectal Neoplasms	3	inter
Myocardial Reperfusion Injury	Reperfusion Injury	1	intra
Myocardial Reperfusion Injury	Respiratory Distress Syndrome, Adult	3	inter
Myocardial Reperfusion Injury	Respiratory Syncytial Virus Infections	1	inter
Myocardial Reperfusion Injury	Retinal Degeneration	2	inter
Myocardial Reperfusion Injury	Retinal Neovascularization	2	inter
Myocardial Reperfusion Injury	Retinitis Pigmentosa	2	inter
Myocardial Reperfusion Injury	Retinoblastoma	2	inter
Myocardial Reperfusion Injury	Rhabdomyosarcoma	3	inter
Myocardial Reperfusion Injury	Rhinitis, Allergic	3	inter
Myocardial Reperfusion Injury	Rhinitis, Allergic, Perennial	3	inter
Myocardial Reperfusion Injury	Rhinitis, Vasomotor	3	inter
Myocardial Reperfusion Injury	Salivary Gland Neoplasms	2	inter
Myocardial Reperfusion Injury	Salmonella Infections	3	inter
Myocardial Reperfusion Injury	Sarcoma	2	inter
Myocardial Reperfusion Injury	Sarcoma, Ewing	3	inter
Myocardial Reperfusion Injury	Sarcoma, Kaposi	2	inter
Myocardial Reperfusion Injury	Sarcoma, Synovial	2	inter
Myocardial Reperfusion Injury	Schistosomiasis japonica	2	inter
Myocardial Reperfusion Injury	Schizophrenia	2	inter
Myocardial Reperfusion Injury	Scleroderma, Localized	2	inter
Myocardial Reperfusion Injury	Scleroderma, Systemic	2	inter
Myocardial Reperfusion Injury	Seizures	3	inter
Myocardial Reperfusion Injury	Seminoma	3	inter
Myocardial Reperfusion Injury	Sepsis	2	inter
Myocardial Reperfusion Injury	Sezary Syndrome	2	inter
Myocardial Reperfusion Injury	Shock, Hemorrhagic	2	inter
Myocardial Reperfusion Injury	Sjogren's Syndrome	2	inter
Myocardial Reperfusion Injury	Small Cell Lung Carcinoma	1	inter
Myocardial Reperfusion Injury	Solitary Fibrous Tumor, Pleural	2	inter
Myocardial Reperfusion Injury	Spinal Cord Injuries	1	inter
Myocardial Reperfusion Injury	Spinal Stenosis	2	inter
Myocardial Reperfusion Injury	Spondylitis, Ankylosing	3	inter
Myocardial Reperfusion Injury	Squamous Cell Carcinoma, Esophageal	2	inter
Myocardial Reperfusion Injury	Squamous Cell Carcinoma, Head and Neck	3	inter
Myocardial Reperfusion Injury	Stomach Neoplasms	3	inter
Myocardial Reperfusion Injury	Stroke	2	inter
Myocardial Reperfusion Injury	Subarachnoid Hemorrhage	2	intra
Myocardial Reperfusion Injury	Telangiectasia, Hereditary Hemorrhagic	3	intra
Myocardial Reperfusion Injury	Testicular Neoplasms	3	inter
Myocardial Reperfusion Injury	Thrombocythemia, Essential	3	inter
Myocardial Reperfusion Injury	Thyroid Carcinoma, Anaplastic	1	inter
Myocardial Reperfusion Injury	Thyroid Neoplasms	3	inter
Myocardial Reperfusion Injury	Thyroiditis, Autoimmune	2	inter
Myocardial Reperfusion Injury	Toxoplasmosis	2	inter
Myocardial Reperfusion Injury	Triple Negative Breast Neoplasms	2	inter
Myocardial Reperfusion Injury	Tuberculosis	2	inter
Myocardial Reperfusion Injury	Urinary Bladder Neoplasms	3	inter
Myocardial Reperfusion Injury	Uterine Cervical Neoplasms	2	inter
Myocardial Reperfusion Injury	Uveal Melanoma	3	inter
Myocardial Reperfusion Injury	Vitiligo	2	inter
Myocardial Reperfusion Injury	Waldenstrom Macroglobulinemia	2	inter
Myositis	Myotonic Dystrophy	2	intra
Myositis	Nasopharyngeal Neoplasms	3	inter
Myositis	Neoplasms	3	inter
Myositis	Nephrosclerosis	3	inter
Myositis	Nephrotic Syndrome	3	inter
Myositis	Nervous System Diseases	4	intra
Myositis	Neurilemmoma	3	inter
Myositis	Neuroblastoma	3	inter
Myositis	Neurodegenerative Diseases	4	intra
Myositis	Neuroma	3	inter
Myositis	Neurotoxicity Syndromes	3	intra
Myositis	Niemann-Pick Disease, Type C	3	intra
Myositis	Non-alcoholic Fatty Liver Disease	3	inter
Myositis	Obesity	2	inter
Myositis	Osteoarthritis	2	inter
Myositis	Osteoarthritis, Knee	3	inter
Myositis	Osteogenesis Imperfecta	2	inter
Myositis	Osteonecrosis	3	inter
Myositis	Osteoporosis	3	inter
Myositis	Osteosarcoma	3	inter
Myositis	Otitis Media	3	inter
Myositis	Ovarian Neoplasms	4	inter
Myositis	Pancreatic Neoplasms	3	inter
Myositis	Pancreatitis, Acute Necrotizing	2	inter
Myositis	Papillomaviridae	2	inter
Myositis	Parkinson Disease	3	intra
Myositis	Periodontal Diseases	2	inter
Myositis	Periodontitis	3	inter
Myositis	Peritonitis	3	inter
Myositis	Pheochromocytoma	2	inter
Myositis	Pituitary Neoplasms	1	inter
Myositis	Polycystic Ovary Syndrome	4	inter
Myositis	Polycythemia Vera	3	inter
Myositis	Pre-Eclampsia	3	inter
Myositis	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myositis	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myositis	Pregnancy, Ectopic	3	inter
Myositis	Prion Diseases	2	intra
Myositis	Prostatic Neoplasms	3	inter
Myositis	Psoriasis	3	inter
Myositis	Pulmonary Disease, Chronic Obstructive	3	inter
Myositis	Pulmonary Fibrosis	3	inter
Myositis	Rectal Neoplasms	3	inter
Myositis	Reperfusion Injury	2	inter
Myositis	Respiratory Distress Syndrome, Adult	3	inter
Myositis	Respiratory Syncytial Virus Infections	3	inter
Myositis	Retinal Degeneration	3	inter
Myositis	Retinal Neovascularization	3	inter
Myositis	Retinitis Pigmentosa	1	inter
Myositis	Retinoblastoma	3	inter
Myositis	Rhabdomyosarcoma	1	inter
Myositis	Rhinitis, Allergic	3	inter
Myositis	Rhinitis, Allergic, Perennial	3	inter
Myositis	Rhinitis, Vasomotor	4	inter
Myositis	Salivary Gland Neoplasms	3	inter
